FAHRPLAN_ANLAUFPUNKT_UID;FAHRPLAN_UID;FAHRPLAN_ID;LKW_KENNZEICHEN;ANLAUFPUNKT_SEQUENZNUMMER;ALP_IST_ERSTER_ALP;ALP_IST_LETZTER_ALP;ANLAUFPUNKT_UID;ANLAUFPUNKT_NAME;ANLAUFPUNKT_HALTESTELLE;ANLAUFPUNKT_SPUR;ANLAUFPUNKT_LAGERBEREICH;FP_ZEITPUNKT_ERSTELLUNG;ALP_ZEITPUNKT_BEREITMELDUNG;ALP_ZEITPUNKT_ERFUELLUNG;FP_ZEITPUNKT_GATEOUT;FP_DAUER_GATEIN_ERSTER_ALP_SEK;ALP_DAUER_ABFERTIGUNG_SEK;ALP_DAUER_NAECHSTER_ALP_SEK;FP_DAUER_LETZT_ALP_GATEOUT_SEK;FP_DAUER_GATEIN_GATEOUT_SEK;LETZTE_AKTUALISIERUNG;FAHRPLAN_HALTESTELLEN_LISTE;ANLAUFPUNKT_AUFTRAG_LISTE;ANLAUFPUNKT_ANZAHL_CONTAINER;TruckVisitGkey;container_id
TP_15439352603_TPS_18826232603;TP_15439352603;551447;19c2da797c17ebacc58e2775ec53358bec6e1889b8fa3895bcddadc22719f04e;2,03E+28;1;1;TPS_18826232603;HO2.23;HO2;23.0;VC;2026-03-30 10:28:00;2026-03-30 13:23:00;2026-03-30 13:38:00;2026-03-30 14:13:00;10505.0;938.0;;2099.0;13542.0;30.03.2026 15:06;HO2;6469e4e4-2c12-11f1-b6cc-7fd3566513c3,6478ba1e-2c12-11f1-b6cd-f7f3e1ec9439;2;;
TP_15440752603_20260330081934000000023857696;TP_15440752603;391223;83c2e3064d1094b8ab3a14c011c6721aafc2f6dd25749e5fd2ca8c918e9f78fc;2,03E+28;0;0;2,03E+28;LL;LL;;Leerlager;2026-03-30 07:34:00;2026-03-30 08:03:00;2026-03-30 08:19:00;2026-03-30 10:05:00;;980.0;2900.0;;;30.03.2026 11:06;LL, T27;0584f402-2bff-11f1-abd3-2709b7d875a2;1;2011155205;
TP_15440992603_TPS_18819852603;TP_15440992603;206420;356c773ed2084f388977ac0a1a00656cad0cf3ef097446d13315562ff6083755;2,03E+28;1;1;TPS_18819852603;T19.02.01;T19;2.0;RMG;2026-03-30 07:38:00;2026-03-30 07:44:00;2026-03-30 07:56:00;2026-03-30 08:07:00;318.0;749.0;;665.0;1732.0;30.03.2026 09:06;T19;c0b00d9a-2bfa-11f1-a294-3b5d854e1ed3;1;;
TP_15441932603_TPS_18818302603;TP_15441932603;427112;1d4d6e5214d5f0be9096e9d7a4833516ffab2846f240488bcebeab3ae401b1fb;2,03E+28;1;1;TPS_18818302603;T15.01.01;T15;1.0;RMG;2026-03-30 08:03:00;2026-03-30 08:40:00;2026-03-30 08:54:00;2026-03-30 09:01:00;2206.0;849.0;;413.0;3468.0;30.03.2026 10:05;T15;3e938d9c-2bfe-11f1-8dbf-0b84f4eab7a0;1;;
TP_15442102603_TPS_18818482603;TP_15442102603;315342;fd7a386a9b6262411c7eb4380d21e30ca4191838902e3b228613f611b941bcb1;2,03E+28;1;1;TPS_18818482603;T19.01.01;T19;1.0;RMG;2026-03-30 08:07:00;2026-03-30 09:00:00;2026-03-30 09:02:00;2026-03-30 09:06:00;3150.0;142.0;;243.0;3535.0;30.03.2026 10:05;T19;cdd01d2c-2bfe-11f1-8e2d-63053ffbdfb0;1;;
TP_15442522603_TPS_18822662603;TP_15442522603;285258;693deabdd5aae98a04bffdf106d99c34f354e9213e32acef4e03648767f1c070;2,03E+28;1;1;TPS_18822662603;T25.02.01;T25;2.0;RMG;2026-03-30 10:25:00;2026-03-30 11:20:00;2026-03-30 11:28:00;2026-03-30 11:39:00;3256.0;491.0;;692.0;4439.0;30.03.2026 12:35;T25;153f8f36-2c12-11f1-b618-87811e40d652,154d7826-2c12-11f1-b619-3301a17e3358;2;;
TP_15444142603_TPS_18831202603;TP_15444142603;465064;22b43a0d9a96b583f333ea7f363507e9bce372ecbde8a05a5f8ff146643a244d;2,03E+28;1;1;TPS_18831202603;T16.03.01;T16;3.0;RMG;2026-03-30 11:53:00;2026-03-30 12:07:00;2026-03-30 12:18:00;2026-03-30 16:20:00;833.0;649.0;;14486.0;15968.0;30.03.2026 17:06;T16;6044bf2c-2c1e-11f1-b5d5-1b64e66dfa75;1;;
TP_15444252603_TPS_18832732603;TP_15444252603;377762;c1b5525e9a0c027bcfc31ce994e26d7a886885e136424350f28d45e3411e4436;2,03E+28;1;1;TPS_18832732603;HO2.28;HO2;28.0;VC;2026-03-30 12:01:00;2026-03-30 14:31:00;2026-03-30 15:06:00;2026-03-30 15:11:00;8987.0;2061.0;;351.0;11399.0;30.03.2026 16:05;HO2;7e01d954-2c1f-11f1-b022-c3d319103b20;1;;
TP_15444342603_TPS_18828932603;TP_15444342603;716561;19035dddc220733f1428a0dbece6e4cde55b8c4fd7628f0912d01d9a0d0c8c6b;2,03E+28;1;1;TPS_18828932603;T13.02.01;T13;2.0;RMG;2026-03-30 12:28:00;2026-03-30 12:47:00;2026-03-30 13:38:00;2026-03-30 13:56:00;1136.0;3036.0;;1054.0;5226.0;30.03.2026 14:35;T13;443b4b5c-2c23-11f1-b9ea-1ff873421b5e;1;;
TP_15444442603_TPS_18826282603;TP_15444442603;372428;1bd2535e2f708562ee07a160fe6aef4cf480d8e68c70e8d43165297d038f547b;2,03E+28;0;1;TPS_18826282603;HO2.29;HO2;29.0;VC;2026-03-30 12:37:00;2026-03-30 13:24:00;2026-03-30 13:28:00;2026-03-30 13:54:00;;246.0;;1540.0;4644.0;30.03.2026 14:35;HO2, T26;0c41971c-2c2b-11f1-be9e-43f3f73dbe87;1;2012507230;
TP_15444702603_TPS_18826272603;TP_15444702603;619982;10ad1c7d41a7a2f51589654820ed9d382d671c99656380d1b3f229b08ed570b1;2,03E+28;0;1;TPS_18826272603;HO2.31;HO2;31.0;VC;2026-03-30 10:05:00;2026-03-30 12:47:00;2026-03-30 12:49:00;2026-03-30 13:07:00;;136.0;;1036.0;10898.0;30.03.2026 14:05;HO2, T17;;0;2012071821;
TP_15446172603_TPS_18831572603;TP_15446172603;369823;d428a76d10b743d116eb9545cf84bc39f3ac021900d8bc3b4061c78ef5a22235;2,03E+28;1;1;TPS_18831572603;T19.02.01;T19;2.0;RMG;2026-03-30 12:44:00;2026-03-30 12:58:00;2026-03-30 13:01:00;2026-03-30 14:39:00;834.0;183.0;;5853.0;6870.0;30.03.2026 15:35;T19;7fd9353c-2c25-11f1-b44a-e7ca0ac83fd3;1;;
TP_15447102603_TPS_18822722603;TP_15447102603;240885;0f4597eba3e8c6253d37a7c358ae8c637f05ea52666f69992d571f4e6a4bdfdf;2,03E+28;1;1;TPS_18822722603;T27.02.01;T27;2.0;RMG;2026-03-30 10:53:00;2026-03-30 11:17:00;2026-03-30 11:22:00;2026-03-30 11:30:00;1427.0;268.0;;504.0;2199.0;30.03.2026 12:35;T27;fe227cd8-2c15-11f1-b8af-bb9da4941a23;1;;
TP_15447412603_TPS_18833052603;TP_15447412603;844851;0fc72ff5e33f2062e4eeecfb72619a5be569562f184504927d14c927855fae34;2,03E+28;0;1;TPS_18833052603;T12.03.01;T12;3.0;RMG;2026-03-30 12:46:00;2026-03-30 13:08:00;2026-03-30 13:12:00;2026-03-30 13:20:00;;199.0;;498.0;2004.0;30.03.2026 14:05;T12, T19;c791c0e2-2c25-11f1-ba20-8b5cf785a553;1;;
TP_15447412603_TPS_18833042603;TP_15447412603;844851;0fc72ff5e33f2062e4eeecfb72619a5be569562f184504927d14c927855fae34;2,03E+28;1;0;TPS_18833042603;T19.03.01;T19;3.0;RMG;2026-03-30 12:46:00;2026-03-30 12:59:00;2026-03-30 13:04:00;2026-03-30 13:20:00;752.0;314.0;241.0;;;30.03.2026 14:05;T12, T19;c78463b6-2c25-11f1-ba1f-4fdb773c206c;1;;
TP_15448102603_TPS_18837522603;TP_15448102603;680474;b8773b9760c443a3ba4387b8d578195cdca441bc14313ec3f0146d53790054d4;2,03E+28;1;1;TPS_18837522603;T13.02.01;T13;2.0;RMG;2026-03-30 16:18:00;2026-03-30 16:34:00;2026-03-30 16:45:00;2026-03-30 16:48:00;915.0;698.0;;168.0;1781.0;30.03.2026 17:35;T13;6571823a-2c43-11f1-993c-f3c34d6bfa9b;1;;
TP_15448182603_TPS_18839142603;TP_15448182603;225211;1a0c2ce6f4eaf8adb28b9ae16a1b693754d08799ad37f5ddca42757cadedc76c;2,03E+28;1;1;TPS_18839142603;T11.01.01;T11;1.0;RMG;2026-03-30 16:31:00;2026-03-30 16:34:00;2026-03-30 17:02:00;2026-03-30 17:05:00;168.0;1659.0;;154.0;1981.0;30.03.2026 18:05;T11;3668ed6e-2c45-11f1-9d8b-17399183aac1;1;;
TP_15448382603_TPS_18833012603;TP_15448382603;971739;6846aeaa852f19596253d23255e2e61197a7cc9e3673fe48d9bddf78df7ae295;2,03E+28;0;1;TPS_18833012603;HO2.29;HO2;29.0;VC;2026-03-30 12:15:00;2026-03-30 13:14:00;2026-03-30 13:19:00;2026-03-30 13:46:00;;271.0;;1609.0;5458.0;30.03.2026 14:35;HO2, T13;5c48d838-2c21-11f1-b1b7-fb12c6737b35;1;2012422700;
TP_15450372603_TPS_18837072603;TP_15450372603;770504;b0fb2b2e7eaee6dce243fe9c6d4031a32d1e8fd2ae7decc60ee44ab2d996f16a;2,03E+28;1;1;TPS_18837072603;T17.03.01;T17;3.0;RMG;2026-03-30 15:28:00;2026-03-30 15:35:00;2026-03-30 15:44:00;2026-03-30 15:49:00;370.0;576.0;;305.0;1251.0;30.03.2026 16:35;T17;693c0ae0-2c3c-11f1-bfea-13c8f3721a06,694a0fc8-2c3c-11f1-bfeb-3f9edcd38f90;2;;
TP_15451502603_TPS_18823762603;TP_15451502603;514617;ef012414a4ea8a8353913c69c613e4562ad745b20399fa6b8982fff357d20328;2,03E+28;0;1;TPS_18823762603;HO2.35;HO2;35.0;VC;2026-03-30 15:34:00;2026-03-30 17:21:00;2026-03-30 17:48:00;2026-03-30 17:54:00;;1644.0;;324.0;8378.0;30.03.2026 18:35;HO2, T17;19840204-2c4c-11f1-b1f7-2f0d75affda5;1;2013298530;
TP_15452632603_TPS_18826292603;TP_15452632603;863981;7743d842f043a72b8e39da5efa828e7c238b1adb7e74e58dd1a753f37ad353bd;2,03E+28;0;1;TPS_18826292603;HO2.33;HO2;33.0;VC;2026-03-30 15:00:00;2026-03-30 17:06:00;2026-03-30 17:27:00;2026-03-30 17:37:00;;1254.0;;549.0;9397.0;30.03.2026 18:35;HO2, T10;0ffd76d6-2c4a-11f1-8460-6f2e86c111de;1;2013210418;
TP_15452822603_TPS_18837562603;TP_15452822603;478509;5148075430cdf05c08f2a6b2384c247424e6ea2c3e4532d8fa4e4190abb5d354;2,03E+28;1;1;TPS_18837562603;T16.03.01;T16;3.0;RMG;2026-03-30 16:21:00;2026-03-30 16:28:00;2026-03-30 16:48:00;2026-03-30 16:55:00;395.0;1244.0;;419.0;2058.0;30.03.2026 17:35;T16;c21a5674-2c43-11f1-9965-c3b65f56c8fb,c226e312-2c43-11f1-9966-3322ab81817a;2;;
TP_15453862603_TPS_18840532603;TP_15453862603;740445;216864fd1ceb91da5dcd51b751e6b6f5781f73e377e52431503e8ab1678d96ae;2,03E+28;0;1;TPS_18840532603;T07.02.01;T07;2.0;RMG;2026-03-30 17:38:00;2026-03-30 18:07:00;2026-03-30 18:11:00;2026-03-30 18:18:00;;269.0;;377.0;2350.0;30.03.2026 19:08;T07, T26;92e9f020-2c4e-11f1-a4e3-3b7cc6bff4f1;1;;
TP_15453862603_TPS_18840522603;TP_15453862603;740445;216864fd1ceb91da5dcd51b751e6b6f5781f73e377e52431503e8ab1678d96ae;2,03E+28;1;0;TPS_18840522603;T26.01.01;T26;1.0;RMG;2026-03-30 17:38:00;2026-03-30 17:45:00;2026-03-30 18:03:00;2026-03-30 18:18:00;410.0;1087.0;207.0;;;30.03.2026 19:08;T07, T26;92da16be-2c4e-11f1-a4e2-8f8e0e86f3b9;1;;
TP_15454432603_TPS_18843602603;TP_15454432603;403926;d21be46964135c3b5673c9f1dedff89612033d2b0c78fcdb6d59bb5a8273065a;2,03E+28;1;1;TPS_18843602603;T10.03.01;T10;3.0;RMG;2026-03-30 20:32:00;2026-03-30 20:35:00;2026-03-30 20:40:00;2026-03-30 20:43:00;171.0;304.0;;149.0;624.0;30.03.2026 21:09;T10;e101574a-2c66-11f1-b949-7fd0f10b6bcd;1;;
TP_15456032603_TPS_18840762603;TP_15456032603;643660;225cf138131d613454087740ac07d9188cf5ea9659485ca7203c0f04eeba6c55;2,03E+28;1;1;TPS_18840762603;T15.01.01;T15;1.0;RMG;2026-03-30 17:48:00;2026-03-30 17:55:00;2026-03-30 17:57:00;2026-03-30 18:01:00;362.0;162.0;;198.0;722.0;30.03.2026 19:08;T15;f803f9be-2c4f-11f1-a765-db4443cc7377;1;;
TP_15457112603_TPS_18847832603;TP_15457112603;220070;f83c3a7928a25c45524843fc34e585e1eea93a817793478f5d17a5ca75804825;2,03E+28;1;1;TPS_18847832603;T14.04.01;T14;4.0;RMG;2026-03-31 07:43:00;2026-03-31 07:48:00;2026-03-31 07:54:00;2026-03-31 08:09:00;280.0;375.0;;848.0;1503.0;31.03.2026 09:06;T14;9dc83706-2cc4-11f1-be43-8f131ed24b54;1;;
TP_15457232603_TPS_18854622603;TP_15457232603;330786;78773069f6da48726e097e9722f9ec540d93bdaa5e2a7c12e293a59d4ba5661e;2,03E+28;1;1;TPS_18854622603;T17.02.01;T17;2.0;RMG;2026-03-31 09:55:00;2026-03-31 10:01:00;2026-03-31 10:07:00;2026-03-31 10:12:00;318.0;394.0;;300.0;1012.0;31.03.2026 11:06;T17;0eadc47e-2cd7-11f1-b60d-c773b6d8e697,0ec03e38-2cd7-11f1-b60e-e3a5db16aa96;2;;
TP_15457282603_TPS_18853672603;TP_15457282603;841017;40bbdce9a50095086e7dfba95560c9af24a6191bdd6ceb5d12d18520fe5eb476;2,03E+28;1;1;TPS_18853672603;T24.02.01;T24;2.0;RMG;2026-03-31 10:32:00;2026-03-31 10:37:00;2026-03-31 10:51:00;2026-03-31 11:12:00;267.0;819.0;;1310.0;2396.0;31.03.2026 12:05;T24;398bd55a-2cdc-11f1-9550-8b6d9d998727;1;;
TP_15459082603_TPS_18838852603;TP_15459082603;566217;56918f9fd5195f5780f146fee9e193262f2af326248f0ed5df72cc48e02903b9;2,03E+28;0;1;TPS_18838852603;HO2.31;HO2;31.0;VC;2026-03-30 21:22:00;2026-03-30 23:10:00;2026-03-30 23:28:00;2026-03-30 23:44:00;;1077.0;;991.0;8534.0;31.03.2026 00:35;HO2, T14, T26;cd7b8d88-2c6d-11f1-b090-8b48b751cdf0;1;2014070606;
TP_15459252603_TPS_18844182603;TP_15459252603;825294;e4d8cbd13e41134c2e76b476f7e6733c4890f65e1d5c776d8ed7d0b6a9aa6c28;2,03E+28;0;1;TPS_18844182603;HO2.29;HO2;29.0;VC;2026-03-30 21:35:00;2026-03-30 22:08:00;2026-03-30 22:12:00;2026-03-30 22:28:00;;262.0;;918.0;3175.0;30.03.2026 23:35;HO2, T11;90aa0130-2c6f-11f1-b18b-7fb7fdf42117;1;2014090388;
TP_15460402603_TPS_18846882603;TP_15460402603;831087;eb29c5e38a4a499f5aeb5080bd31c9630e0c52926ccde1f4b5fdeb5b8dc4d519;2,03E+28;0;1;TPS_18846882603;HO2.23;HO2;23.0;VC;2026-03-31 02:45:00;2026-03-31 03:09:00;2026-03-31 03:26:00;2026-03-31 03:39:00;;991.0;;771.0;3205.0;31.03.2026 04:35;HO2, T14;f619f9a0-2c9a-11f1-b430-7b6f1fb88394;1;2014645289;
TP_15460752603_TPS_18848852603;TP_15460752603;911027;cf1ab1c37d4ad14d8a07bc40b13ddd4c3b78608f5873821cddd52ec431e2f718;2,03E+28;1;1;TPS_18848852603;T09.03.01;T09;3.0;RMG;2026-03-31 06:30:00;2026-03-31 06:38:00;2026-03-31 06:48:00;2026-03-31 06:54:00;474.0;569.0;;338.0;1381.0;31.03.2026 08:05;T09;6b1b41fe-2cba-11f1-a8ba-73092099e4ae;1;;
TP_15461142603_TPS_18826302603;TP_15461142603;D546113;;2,03E+28;1;1;TPS_18826302603;T27.02.01;T27;2.0;RMG;2026-03-30 23:04:00;2026-03-30 23:04:00;2026-03-30 23:07:00;2026-03-30 23:07:00;0.0;207.0;;0.0;207.0;31.03.2026 00:05;T27;fe14f9da-2c7b-11f1-85dc-7fb00eff3571;1;;
TP_15462522603_TPS_18823782603;TP_15462522603;750741;0a6dc255f729510b8f49d1012815696bde9510154b3bc576354ab8ca09d2eaa5;2,03E+28;0;1;TPS_18823782603;HO2.25;HO2;25.0;VC;2026-03-31 01:20:00;2026-03-31 01:41:00;2026-03-31 01:55:00;2026-03-31 02:10:00;;805.0;;931.0;3036.0;31.03.2026 03:06;HO2, T13;03d1ac9a-2c92-11f1-b4a5-9f04f133a9ef;1;2014472993;
TP_15463012603_TPS_18848072603;TP_15463012603;526174;7839c801a36b3bc1d4277770a33d671df92284a0ef8bb7f5a474ce63329d4bbd;2,03E+28;1;1;TPS_18848072603;T13.04.01;T13;4.0;RMG;2026-03-31 05:25:00;2026-03-31 05:42:00;2026-03-31 05:59:00;2026-03-31 06:24:00;982.0;1043.0;;1467.0;3492.0;31.03.2026 07:35;T13;56b39918-2cb1-11f1-bea1-0fb159100b91,56c1e1b2-2cb1-11f1-bea2-036321bd8b48,56cf3baa-2cb1-11f1-bea3-ebe919cdd859;3;;
TP_15464552603_TPS_18852402603;TP_15464552603;356540;23029fe019b0a79657cd710f0770e593bbc779d2d1e5058fc318eed8b8408509;2,03E+28;1;1;TPS_18852402603;T12.03.01;T12;3.0;RMG;2026-03-31 08:58:00;2026-03-31 09:06:00;2026-03-31 09:07:00;2026-03-31 09:11:00;422.0;94.0;;234.0;750.0;31.03.2026 10:05;T12;1887af30-2ccf-11f1-9840-370d6575978e;1;;
TP_15465162603_TPS_18826322603;TP_15465162603;679339;223099a98cd20a31b7b646b32cb789a76f6b028dea4e250f4aa968a43b72cb10;2,03E+28;0;1;TPS_18826322603;HO2.25;HO2;25.0;VC;2026-03-31 07:15:00;2026-03-31 07:38:00;2026-03-31 07:40:00;2026-03-31 08:28:00;;125.0;;2879.0;4370.0;31.03.2026 09:35;HO2, T18;1a42fc06-2cc2-11f1-8c25-d3bf088bf561;1;2014968508;
TP_15465242603_TPS_18850852603;TP_15465242603;767778;a4de2a170d45de8848fb64aa03bd8927afb5000a8d70e20b5ff69f07b85091c2;2,03E+28;1;1;TPS_18850852603;T11.02.01;T11;2.0;RMG;2026-03-31 07:23:00;2026-03-31 07:25:00;2026-03-31 07:37:00;2026-03-31 07:41:00;120.0;680.0;;240.0;1040.0;31.03.2026 08:35;T11;d261a7e8-2cc1-11f1-9e84-87c86ce23997;1;;
TP_15465802603_TPS_18853942603;TP_15465802603;455943;957c9918ee21a4eab5ed5b3a6e625b20bec3c4cb6efff47618f8a78d91ff6282;2,03E+28;0;1;TPS_18853942603;HO2.23;HO2;23.0;VC;2026-03-31 10:40:00;2026-03-31 12:10:00;2026-03-31 12:14:00;2026-03-31 12:22:00;;235.0;;461.0;6108.0;31.03.2026 13:06;HO2, LL, T09;4777ec34-2cdd-11f1-9697-972f1c6442db;1;2015606642;
TP_15466702603_TPS_18849942603;TP_15466702603;454203;84d9f69f5e9491584f5eeafa5fb79f96a601200c60949ab361c0639fd3438698;2,03E+28;0;1;TPS_18849942603;HO2.21;HO2;21.0;VC;2026-03-31 10:18:00;2026-03-31 11:21:00;2026-03-31 11:24:00;2026-03-31 11:31:00;;184.0;;461.0;4418.0;31.03.2026 12:35;HO2, T13;2636829a-2cda-11f1-a7f0-9fff885c4346;1;2015544465;
TP_15467222603_20260331124410000000023904144;TP_15467222603;643839;197db7facd28622b61c658a220cd6e3596f576154a89a294e76203dccbc8d418;2,03E+28;1;1;2,03E+28;LL;LL;;Leerlager;2026-03-31 12:35:00;2026-03-31 12:39:00;2026-03-31 12:44:00;2026-03-31 12:47:00;217.0;273.0;;196.0;686.0;31.03.2026 13:35;LL;07fe70a2-2cee-11f1-abd3-2709b7d875a2;1;;
TP_15468322603_TPS_18823792603;TP_15468322603;720519;2552eece9f713857f0d8be04b954cef96b5334a7a399a3a40b8e2a58983b2a0f;2,03E+28;0;1;TPS_18823792603;HO2.35;HO2;35.0;VC;2026-03-31 12:01:00;2026-03-31 13:07:00;2026-03-31 13:13:00;2026-03-31 13:22:00;;330.0;;544.0;4817.0;31.03.2026 14:05;HO2, T12, T26;cb25279a-2cf1-11f1-b949-b3304935330b;1;2015907102;
TP_15468482603_TPS_18856792603;TP_15468482603;362827;a9d86d7e74da04c912957937166af69a91c741a8c8e857ffbda79eb4dc0d8e23;2,03E+28;0;0;TPS_18856792603;HO2.32;HO2;32.0;VC;2026-03-31 12:15:00;2026-03-31 12:52:00;2026-03-31 12:59:00;2026-03-31 13:16:00;;389.0;282.0;;;31.03.2026 14:05;HO2, T06, T16;9c458476-2cea-11f1-a9e8-1750086c1905;1;2015939829;
TP_15470352603_TPS_18852552603;TP_15470352603;947784;d3976ca5990ce6d1345e2103b393acd48a1637299f8243974d2ab4d7849b10d1;2,03E+28;1;1;TPS_18852552603;T16.02.01;T16;2.0;RMG;2026-03-31 12:31:00;2026-03-31 12:35:00;2026-03-31 12:55:00;2026-03-31 13:13:00;228.0;1196.0;;1054.0;2478.0;31.03.2026 14:05;T16;d9412e64-2cec-11f1-b430-87c55f23713b;1;;
TP_15471062603_TPS_18864982603;TP_15471062603;866354;f8c6cc70273729f79b09083dd2e6e40de1eb9a5b9beaeaec80c242104e2b3241;2,03E+28;1;1;TPS_18864982603;T17.03.01;T17;3.0;RMG;2026-03-31 18:23:00;2026-03-31 18:32:00;2026-03-31 18:37:00;2026-03-31 18:50:00;505.0;288.0;;822.0;1615.0;31.03.2026 19:08;T17;05a09e0a-2d1e-11f1-b3b7-633819a23c77;1;;
TP_15473552603_TPS_18859222603;TP_15473552603;866312;4861a7b177c61c4baf48c5e4fae39ba6e4670f3e6e908378be6668cc5986e91a;2,03E+28;1;1;TPS_18859222603;T12.01.01;T12;1.0;RMG;2026-03-31 15:59:00;2026-03-31 16:08:00;2026-03-31 16:21:00;2026-03-31 16:57:00;481.0;802.0;;2149.0;3432.0;31.03.2026 18:05;T12;e8d10562-2d09-11f1-a2fd-1f7fac3da66e;1;;
TP_15473632603_TPS_18863082603;TP_15473632603;476656;09d7f93ba8408b181516c368164a24a5183b6527ad54b9e030e51aa36ac6130e;2,03E+28;1;1;TPS_18863082603;T19.03.01;T19;3.0;RMG;2026-03-31 16:38:00;2026-03-31 16:42:00;2026-03-31 16:50:00;2026-03-31 16:57:00;241.0;477.0;;366.0;1084.0;31.03.2026 18:05;T19;59bdd606-2d0f-11f1-ae41-bf9137d8bab6;1;;
TP_15473732603_TPS_18823802603;TP_15473732603;225211;1a0c2ce6f4eaf8adb28b9ae16a1b693754d08799ad37f5ddca42757cadedc76c;2,03E+28;0;1;TPS_18823802603;HO2.28;HO2;28.0;VC;2026-03-31 16:59:00;2026-03-31 17:35:00;2026-03-31 17:43:00;2026-03-31 17:49:00;;499.0;;381.0;3012.0;31.03.2026 18:35;HO2, T11;2a56f6e2-2d17-11f1-baaa-a7b4c4afcd60;1;2016811675;
TP_15473802603_TPS_18864842603;TP_15473802603;673117;7fdd5917bdecd17bc2a880a2c5312d3c56b3c33f19e1a88bb3dcd77bdecccc26;2,03E+28;1;1;TPS_18864842603;T10.02.01;T10;2.0;RMG;2026-03-31 18:05:00;2026-03-31 18:18:00;2026-03-31 18:20:00;2026-03-31 18:25:00;764.0;115.0;;308.0;1187.0;31.03.2026 19:08;T10;824d771e-2d1b-11f1-b28d-8f932a8cdd49;1;;
TP_15474102603_TPS_18858802603;TP_15474102603;436462;46fe0a298e813eb7370cf909f6940142bfd82693b1101b3d9207ab5cd06bac51;2,03E+28;0;1;TPS_18858802603;T15.03.01;T15;3.0;RMG;2026-03-31 15:42:00;2026-03-31 16:00:00;2026-03-31 16:07:00;2026-03-31 16:15:00;;414.0;;479.0;1938.0;31.03.2026 17:06;LL, T15;8826cf82-2d07-11f1-a1b4-1794fc03828a;1;;
TP_15474102603_20260331155556000000023904319;TP_15474102603;436462;46fe0a298e813eb7370cf909f6940142bfd82693b1101b3d9207ab5cd06bac51;2,03E+28;1;0;2,03E+28;LL;LL;;Leerlager;2026-03-31 15:42:00;2026-03-31 15:51:00;2026-03-31 15:55:00;2026-03-31 16:15:00;498.0;280.0;267.0;;;31.03.2026 17:06;LL, T15;cb211fd6-2d08-11f1-abd3-2709b7d875a2;1;;
TP_15474292603_TPS_18859122603;TP_15474292603;330855;e6189a552f242a4280657464c26ea705574f223931134420cbf0e1581728b1ad;2,03E+28;1;1;TPS_18859122603;T24.03.01;T24;3.0;RMG;2026-03-31 15:53:00;2026-03-31 16:00:00;2026-03-31 16:32:00;2026-03-31 16:38:00;372.0;1940.0;;356.0;2668.0;31.03.2026 17:35;T24;1159aea4-2d09-11f1-a274-ff2433a0c5a3;1;;
TP_15474372603_TPS_18859442603;TP_15474372603;655642;e12e96d4967f88292d2bc518d086c4e6c3cf4409c7b4c08c894aead2cf0cf066;2,03E+28;1;1;TPS_18859442603;HO2.25;HO2;25.0;VC;2026-03-31 16:15:00;2026-03-31 16:31:00;2026-03-31 16:33:00;2026-03-31 16:40:00;945.0;91.0;;458.0;1494.0;31.03.2026 17:35;HO2;24c70592-2d0c-11f1-a56d-7b7aef59f420;1;;
TP_15474682603_TPS_18826382603;TP_15474682603;803141;5b1fc49a7f0dcb12fdf1c6b2fe9a063ba55c54c0df7d2ac8f937236f275be594;2,03E+28;0;1;TPS_18826382603;HO2.30;HO2;30.0;VC;2026-03-31 17:44:00;2026-03-31 18:41:00;2026-03-31 18:48:00;2026-03-31 19:02:00;;393.0;;876.0;4707.0;31.03.2026 20:05;HO2, T25;7707b43c-2d20-11f1-92cc-2fc4d0ba11f8;1;2016964756;
TP_15475422603_TPS_18863632603;TP_15475422603;568553;6b8f5d44dcdd3a6c2ffb1a17785bd37abf9443a15bfbb59393ab1c1d6e1e64ec;2,03E+28;1;1;TPS_18863632603;HO2.27;HO2;27.0;VC;2026-03-31 16:46:00;2026-03-31 17:23:00;2026-03-31 17:42:00;2026-03-31 17:48:00;2183.0;1125.0;;400.0;3708.0;31.03.2026 18:35;HO2;7921b57a-2d10-11f1-bd40-277e51e35f3f;1;;
TP_15475552603_TPS_18823812603;TP_15475552603;474983;f02a318667cb8826f714297c1ae55b831e1b6405eb605c3ea54cb23cd19b6f77;2,03E+28;0;1;TPS_18823812603;HO2.29;HO2;29.0;VC;2026-03-31 16:50:00;2026-03-31 17:48:00;2026-03-31 17:53:00;2026-03-31 18:04:00;;333.0;;630.0;4408.0;31.03.2026 19:08;HO2, T18;05004644-2d19-11f1-bab8-43a54df67786;1;2016786632;
TP_15476702603_TPS_18823822603;TP_15476702603;295952;cdca9613ceec1fd378d68cf67a37dcf76c7eefae95010c2ef425f3e759fa437b;2,03E+28;0;1;TPS_18823822603;HO2.26;HO2;26.0;VC;2026-03-31 18:47:00;2026-03-31 19:34:00;2026-03-31 19:40:00;2026-03-31 20:21:00;;339.0;;2442.0;5627.0;31.03.2026 21:09;HO2, T18;e1574c24-2d27-11f1-bb06-c3d5cd2e6651;1;2017103676;
